coupon_id	spu_code	coupon_title	plaza_id	plaza_name	coupon_type	sale_price	face_value	show_begin_time	show_end_time	coupon_channel	coupon_channel_id	coupon_status	c_title	c_subtitle	c_person_each_limit	c_person_daily_each_limit	c_use_period	c_use_rule	c_expired_after_hours	cs_stock_num	csr_store_id	store_name	business_name	business_id	now_date	city_id	city_name	op_time
62619	180110026	曲靖小程序专享5元停车代金券	1104893	曲靖万达广场	停车券	0.0	5.0	2018-12-31	2019-12-31	券列表	1010	已下架	曲靖小程序专享5元停车代金券		0	2	2	0	24	99000	100002044	曲靖万达广场停车场	停车	549	2019-03-06	530300	曲靖市	2019-03-07 10:27:53
62629	180110036	蒂奥莎伴手礼	1000906	齐齐哈尔万达广场	代金券	98.0	108.0	2019-01-01	2019-04-30	限时抢购	1011	已上架	蒂奥莎伴手礼	超值买二送一	1	1	1	0	0	50	100000327	蒂奥莎（齐齐哈尔万达店）	巧克力	110	2019-03-06	230200	齐齐哈尔市	2019-03-07 10:27:53
62649	180110059	研磨时光 牛排单人套餐	1102348	六安万达广场	代金券	49.9	120.0	2018-12-31	2019-06-30	券列表	1010	已上架	研磨时光 牛排单人套餐	小程序专享优惠，限时抢购，售完即止。	0	0	2	0	72	200	100014554	研磨时光（六安万达店）	西式简餐	387	2019-03-06	341500	六安市	2019-03-07 10:27:53
62649	180110059	研磨时光 牛排单人套餐	1102348	六安万达广场	代金券	49.9	120.0	2018-12-31	2019-06-30	限时抢购	1011	已上架	研磨时光 牛排单人套餐	小程序专享优惠，限时抢购，售完即止。	0	0	2	0	72	200	100014554	研磨时光（六安万达店）	西式简餐	387	2019-03-06	341500	六安市	2019-03-07 10:27:53
62666	180110076	2元停车券	1001007	佳木斯万达广场	停车券	0.0	2.0	2019-01-01	2019-03-31	券列表	1010	已上架	2元停车券		0	2	1	0	0	26000	100001390	佳木斯万达广场停车场	停车	549	2019-03-06	230800	佳木斯市	2019-03-07 10:27:53
62675	180110085	【米莫的茶】草莓脏脏茶	1105341	成都龙泉驿万达广场	礼品券	10.8	18.0	2018-12-31	2019-06-29	限时抢购	1011	已上架	【米莫的茶】草莓脏脏茶	小程序专享	0	0	2	0	72	550	100009181	米莫的茶（龙泉驿万达店）	果汁	272	2019-03-06	510100	成都市	2019-03-07 10:27:53
62675	180110085	【米莫的茶】草莓脏脏茶	1105341	成都龙泉驿万达广场	礼品券	10.8	18.0	2018-12-31	2019-06-29	券列表	1010	已上架	【米莫的茶】草莓脏脏茶	小程序专享	0	0	2	0	72	550	100009181	米莫的茶（龙泉驿万达店）	果汁	272	2019-03-06	510100	成都市	2019-03-07 10:27:53
62680	180110090	全洲拌饭   50元代金券	1000583	哈尔滨哈西万达广场	代金券	40.0	50.0	2018-12-31	2019-03-26	券列表	1010	已上架	全洲拌饭   50元代金券	全场通用   可叠加使用	0	0	1	0	0	144	100014802	全洲拌饭（哈西万达店）	韩式简餐	329	2019-03-06	230100	哈尔滨市	2019-03-07 10:27:53
62682	180110092	全洲拌饭   100元代金券	1000583	哈尔滨哈西万达广场	代金券	79.0	100.0	2018-12-31	2019-03-26	券列表	1010	已上架	全洲拌饭   100元代金券	全场通用   可叠加使用	0	0	1	0	0	99	100014802	全洲拌饭（哈西万达店）	韩式简餐	329	2019-03-06	230100	哈尔滨市	2019-03-07 10:27:53
62688	180110098	【米莫的茶】芒果火龙果茶昔	1105341	成都龙泉驿万达广场	礼品券	16.8	26.0	2018-12-31	2019-06-30	限时抢购	1011	已上架	【米莫的茶】芒果火龙果茶昔	小程序专享	0	0	2	0	72	559	100009181	米莫的茶（龙泉驿万达店）	果汁	272	2019-03-06	510100	成都市	2019-03-07 10:27:53
62688	180110098	【米莫的茶】芒果火龙果茶昔	1105341	成都龙泉驿万达广场	礼品券	16.8	26.0	2018-12-31	2019-06-30	券列表	1010	已上架	【米莫的茶】芒果火龙果茶昔	小程序专享	0	0	2	0	72	559	100009181	米莫的茶（龙泉驿万达店）	果汁	272	2019-03-06	510100	成都市	2019-03-07 10:27:53
62694	180110104	蒂奥莎巧克力礼盒	1000906	齐齐哈尔万达广场	代金券	238.0	298.0	2019-01-01	2019-04-30	券列表	1010	已上架	蒂奥莎巧克力礼盒	超值特惠 多种口味	0	0	1	0	0	50	100000327	蒂奥莎（齐齐哈尔万达店）	巧克力	110	2019-03-06	230200	齐齐哈尔市	2019-03-07 10:27:53
62696	180110106	蒂奥莎巧克力精致礼盒	1000906	齐齐哈尔万达广场	代金券	358.0	458.0	2019-01-01	2019-04-30	券列表	1010	已上架	蒂奥莎巧克力精致礼盒	超值特惠 多种口味	0	0	1	0	0	50	100000327	蒂奥莎（齐齐哈尔万达店）	巧克力	110	2019-03-06	230200	齐齐哈尔市	2019-03-07 10:27:53
62713	180110123	装修施工证件	1105202	衢州万达广场	代金券	10.0	10.0	2018-12-31	2019-04-30	券列表	1010	已上架	装修施工证件	非需勿拍	0	0	1	0	0	999	100001930	衢州万达商业管理有限公司	精品百货	305	2019-03-06	330800	衢州市	2019-03-07 10:27:53
62714	180110124	芭妮兰 免费修眉或化妆服务一次	1000905	上海金山万达广场	代金券	0.1	128.0	2018-12-31	2019-05-31	券列表	1010	已上架	芭妮兰 免费修眉或化妆服务一次	至金山万达广场客服台核销领取	1	1	2	0	72	200	100002413	金山万达广场（客服台）	其他	544	2019-03-06	310100	上海市	2019-03-07 10:27:53
62716	180110126	J·EYRE简&爱  美睫美甲	1000905	上海金山万达广场	代金券	1.0	100.0	2018-12-31	2019-03-30	券列表	1010	已上架	J·EYRE简&爱  美睫美甲	小程序专享	0	1	2	0	168	100	100000535	J·EYRE简&爱（金山万达店）	美睫美甲	361	2019-03-06	310100	上海市	2019-03-07 10:27:53
62717	180110127	赛百味 肉香满溢单人餐A	1000583	哈尔滨哈西万达广场	礼品券	29.0	45.0	2018-12-31	2019-04-30	券列表	1010	已上架	赛百味 肉香满溢单人餐A	原价45元  现价29元	5	1	1	0	0	400	100002758	赛百味（哈西万达店）	时尚轻餐	334	2019-03-06	230100	哈尔滨市	2019-03-07 10:27:53
62718	180110128	Plus Beauty美舱 眉型定制	1000905	上海金山万达广场	代金券	9.9	9.9	2019-01-01	2019-03-31	券列表	1010	已上架	Plus Beauty美舱 眉型定制	（眉型定制）小程序专享	1	1	2	0	72	100	100010460	Plus Beauty美舱（金山万达店）	其他护理店	76	2019-03-06	310100	上海市	2019-03-07 10:27:53
62732	180110142	手机的家 10元手机贴膜套餐	1000623	蚌埠万达广场	礼品券	10.0	20.0	2018-12-31	2019-03-30	券列表	1010	已上架	手机的家 10元手机贴膜套餐	小程序用户专享	3	1	2	0	72	30	100001257	手机的家	数码集合	313	2019-03-06	340300	蚌埠市	2019-03-07 10:27:53
62733	180110143	锅品面吧川香鸡公饭	1000623	蚌埠万达广场	礼品券	18.0	22.0	2018-12-31	2019-03-30	限时抢购	1011	已上架	锅品面吧川香鸡公饭	小程序用户专享	3	0	2	0	72	20	100004880	锅品面吧（蚌埠万达店）	中式快餐	388	2019-03-06	340300	蚌埠市	2019-03-07 10:27:53
62733	180110143	锅品面吧川香鸡公饭	1000623	蚌埠万达广场	礼品券	18.0	22.0	2018-12-31	2019-03-30	券列表	1010	已上架	锅品面吧川香鸡公饭	小程序用户专享	3	0	2	0	72	20	100004880	锅品面吧（蚌埠万达店）	中式快餐	388	2019-03-06	340300	蚌埠市	2019-03-07 10:27:53
62740	180110150	赛百味 肉香满溢单人餐C	1000583	哈尔滨哈西万达广场	礼品券	29.0	40.0	2018-12-31	2019-04-30	券列表	1010	已上架	赛百味 肉香满溢单人餐C		5	1	1	0	0	500	100002758	赛百味（哈西万达店）	时尚轻餐	334	2019-03-06	230100	哈尔滨市	2019-03-07 10:27:53
62762	180110172	【ME】莲子红豆沙*买1送1	1100808	梅州万达广场	礼品券	4.9	9.0	2018-12-31	2020-12-30	券列表	1010	已下架	【ME】莲子红豆沙*买1送1	豆香十足 口感绵密 甜而不腻	0	0	2	0	24	99999	100014483	ME（梅州万达店）	奶茶	277	2019-03-06	441400	梅州市	2019-03-07 10:27:53
62774	180110184	【本溪万达广场】POS纸卷-10元/5卷	1105342	本溪万达广场	代金券	10.0	10.0	2018-12-31	2019-04-01	券列表	1010	已上架	【本溪万达广场】POS纸卷-10元/5卷	只限万达商铺使用-服务台核销	0	0	2	0	720	500	100008533	万达广场服务台（本溪万达店）	其他	544	2019-03-06	210500	本溪市	2019-03-07 10:27:53
62809	180110219	【当日有效】高新万达4小时停车劵	1100065	桂林高新万达广场	礼品券	0.0	5.0	2019-01-01	2019-03-31	券列表	1010	已下架	【当日有效】高新万达4小时停车劵	当日购物小票满168元到总服务台兑换，数量有限	3	1	2	9900	24	600	100007646	总服务台（桂林高新万达广场）	流行百货	384	2019-03-06	450300	桂林市	2019-03-07 10:27:53
62810	180110220	小猪小牛水煎肉  四人海参套餐	1000583	哈尔滨哈西万达广场	礼品券	199.0	338.0	2018-12-31	2019-03-28	券列表	1010	已上架	小猪小牛水煎肉  四人海参套餐	小程序专享价199元	0	0	1	0	0	188	100015216	小猪小牛水煎肉（哈西万达店）	韩式烤肉	271	2019-03-06	230100	哈尔滨市	2019-03-07 10:27:53
62820	180110230	韩厨自助烤肉    单人自助套餐	1000583	哈尔滨哈西万达广场	礼品券	66.0	72.0	2018-12-31	2019-03-29	券列表	1010	已上架	韩厨自助烤肉    单人自助套餐	小程序专享价66元/位	0	0	1	0	0	300	100014804	韩厨自助（哈西万达店）	烤涮自助	378	2019-03-06	230100	哈尔滨市	2019-03-07 10:27:53
62840	180110250	丁阿姨 川味麻辣花甲面	1105329	合肥巢湖万达广场	代金券	13.9	16.0	2018-12-31	2019-03-30	券列表	1010	已上架	丁阿姨 川味麻辣花甲面	四楼丁阿姨花甲门店	0	1	2	0	24	70	100004929	丁阿姨花甲（巢湖万达店）	特色小吃	379	2019-03-06	340100	合肥市	2019-03-07 10:27:53
62865	180110275	鲜女面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	券列表	1010	已上架	鲜女面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62865	180110275	鲜女面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	限时抢购	1011	已上架	鲜女面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62868	180110278	清润舒爽面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	券列表	1010	已上架	清润舒爽面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62868	180110278	清润舒爽面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	限时抢购	1011	已上架	清润舒爽面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62870	180110280	镇静舒缓面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	限时抢购	1011	已上架	镇静舒缓面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62870	180110280	镇静舒缓面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	券列表	1010	已上架	镇静舒缓面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62871	180110281	美白淡斑面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	券列表	1010	已上架	美白淡斑面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62871	180110281	美白淡斑面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	限时抢购	1011	已上架	美白淡斑面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62873	180110283	深层补水面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	券列表	1010	已上架	深层补水面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62873	180110283	深层补水面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	限时抢购	1011	已上架	深层补水面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62875	180110285	祛黄提亮面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	限时抢购	1011	已上架	祛黄提亮面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62875	180110285	祛黄提亮面膜	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	券列表	1010	已上架	祛黄提亮面膜	鲜女美妆	1	1	2	0	168	50	100002416	鲜女美妆（青羊万达店）	化妆品集合店	412	2019-03-06	510100	成都市	2019-03-07 10:27:53
62911	180110321	金利来纯牛皮皮带	1102432	成都青羊万达广场	代金券	99.0	199.0	2018-12-31	2019-03-30	限时抢购	1011	已上架	金利来纯牛皮皮带	金利来	2	2	2	0	168	30	100011605	金利来（青羊万达店）	男正装	56	2019-03-06	510100	成都市	2019-03-07 10:27:53
62911	180110321	金利来纯牛皮皮带	1102432	成都青羊万达广场	代金券	99.0	199.0	2018-12-31	2019-03-30	券列表	1010	已上架	金利来纯牛皮皮带	金利来	2	2	2	0	168	30	100011605	金利来（青羊万达店）	男正装	56	2019-03-06	510100	成都市	2019-03-07 10:27:53
62913	180110323	女士手提包	1102432	成都青羊万达广场	代金券	694.0	1388.0	2018-12-31	2019-03-30	券列表	1010	已上架	女士手提包	金利来	2	2	2	0	168	30	100011605	金利来（青羊万达店）	男正装	56	2019-03-06	510100	成都市	2019-03-07 10:27:53
62913	180110323	女士手提包	1102432	成都青羊万达广场	代金券	694.0	1388.0	2018-12-31	2019-03-30	限时抢购	1011	已上架	女士手提包	金利来	2	2	2	0	168	30	100011605	金利来（青羊万达店）	男正装	56	2019-03-06	510100	成都市	2019-03-07 10:27:53
62914	180110324	女士手提包（粉色）	1102432	成都青羊万达广场	代金券	580.0	1588.0	2018-12-31	2019-03-30	券列表	1010	已上架	女士手提包（粉色）	金利来	2	2	2	0	168	30	100011605	金利来（青羊万达店）	男正装	56	2019-03-06	510100	成都市	2019-03-07 10:27:53
62914	180110324	女士手提包（粉色）	1102432	成都青羊万达广场	代金券	580.0	1588.0	2018-12-31	2019-03-30	限时抢购	1011	已上架	女士手提包（粉色）	金利来	2	2	2	0	168	30	100011605	金利来（青羊万达店）	男正装	56	2019-03-06	510100	成都市	2019-03-07 10:27:53
62916	180110326	清莲爱丽标准手部护理1次	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	券列表	1010	已上架	清莲爱丽标准手部护理1次	清莲爱丽	1	1	2	0	168	50	100009815	清莲爱丽（青羊万达店）	美睫美甲	361	2019-03-06	510100	成都市	2019-03-07 10:27:53
62916	180110326	清莲爱丽标准手部护理1次	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-03-30	限时抢购	1011	已上架	清莲爱丽标准手部护理1次	清莲爱丽	1	1	2	0	168	50	100009815	清莲爱丽（青羊万达店）	美睫美甲	361	2019-03-06	510100	成都市	2019-03-07 10:27:53
62924	180110334	老昌春饼  蓝莓汁二杯	1000583	哈尔滨哈西万达广场	礼品券	27.0	40.0	2018-12-31	2019-03-27	券列表	1010	已上架	老昌春饼  蓝莓汁二杯		2	2	1	0	0	77	100014799	老昌春饼（哈西万达店）	东北菜	298	2019-03-06	230100	哈尔滨市	2019-03-07 10:27:53
62925	180110335	巧儿宜轻便型登机车（蓝色）	1102432	成都青羊万达广场	代金券	998.0	1599.0	2018-12-31	2019-03-30	券列表	1010	已上架	巧儿宜轻便型登机车（蓝色）	乐友孕婴童	0	1	2	0	168	30	100010660	乐友孕婴童（青羊万达店）	儿童零售	327	2019-03-06	510100	成都市	2019-03-07 10:27:53
62927	180110337	盈佳--智能家居机器人	1102432	成都青羊万达广场	代金券	169.0	199.0	2018-12-31	2019-03-30	券列表	1010	已上架	盈佳--智能家居机器人	乐友孕婴童	0	1	2	0	168	30	100010660	乐友孕婴童（青羊万达店）	儿童零售	327	2019-03-06	510100	成都市	2019-03-07 10:27:53
62928	180110338	老昌春饼  原味酸奶二杯	1000583	哈尔滨哈西万达广场	礼品券	15.0	28.0	2018-12-31	2019-03-27	券列表	1010	已上架	老昌春饼  原味酸奶二杯	仅供堂食	2	2	1	0	0	77	100014799	老昌春饼（哈西万达店）	东北菜	298	2019-03-06	230100	哈尔滨市	2019-03-07 10:27:53
62932	180110342	臻味天天坚果	1102432	成都青羊万达广场	代金券	79.0	118.0	2018-12-31	2019-03-30	限时抢购	1011	已上架	臻味天天坚果	乐友孕婴童	0	1	2	0	168	30	100010660	乐友孕婴童（青羊万达店）	儿童零售	327	2019-03-06	510100	成都市	2019-03-07 10:27:53
62932	180110342	臻味天天坚果	1102432	成都青羊万达广场	代金券	79.0	118.0	2018-12-31	2019-03-30	券列表	1010	已上架	臻味天天坚果	乐友孕婴童	0	1	2	0	168	30	100010660	乐友孕婴童（青羊万达店）	儿童零售	327	2019-03-06	510100	成都市	2019-03-07 10:27:53
62934	180110344	会说话的猪小屁	1102432	成都青羊万达广场	代金券	79.0	119.0	2018-12-31	2019-03-30	限时抢购	1011	已上架	会说话的猪小屁	乐友孕婴童	0	1	2	0	168	30	100010660	乐友孕婴童（青羊万达店）	儿童零售	327	2019-03-06	510100	成都市	2019-03-07 10:27:53
62934	180110344	会说话的猪小屁	1102432	成都青羊万达广场	代金券	79.0	119.0	2018-12-31	2019-03-30	券列表	1010	已上架	会说话的猪小屁	乐友孕婴童	0	1	2	0	168	30	100010660	乐友孕婴童（青羊万达店）	儿童零售	327	2019-03-06	510100	成都市	2019-03-07 10:27:53
62942	180110352	定制卡带（工程类）	1000773	烟台芝罘万达广场	代金券	10.0	10.0	2019-01-01	2019-04-30	限时抢购	1011	已上架	定制卡带（工程类）	小程序专享	0	0	1	0	0	200	100001566	服务台（烟台芝罘万达店）	其他	544	2019-03-06	370600	烟台市	2019-03-07 10:27:53
62944	180110354	定制工牌	1000773	烟台芝罘万达广场	代金券	10.0	10.0	2019-01-01	2019-04-30	限时抢购	1011	已上架	定制工牌	小程序专享	0	0	1	0	0	200	100001566	服务台（烟台芝罘万达店）	其他	544	2019-03-06	370600	烟台市	2019-03-07 10:27:53
62945	180110355	收银纸	1000773	烟台芝罘万达广场	代金券	10.0	10.0	2019-01-01	2019-04-30	限时抢购	1011	已上架	收银纸	小程序专享	0	0	1	0	0	100	100001566	服务台（烟台芝罘万达店）	其他	544	2019-03-06	370600	烟台市	2019-03-07 10:27:53
62946	180110356	350元停车月卡	1000773	烟台芝罘万达广场	代金券	350.0	350.0	2019-01-01	2019-04-30	限时抢购	1011	已上架	350元停车月卡	1个月停车月卡	0	0	1	0	0	150	100001566	服务台（烟台芝罘万达店）	其他	544	2019-03-06	370600	烟台市	2019-03-07 10:27:53
62948	180110358	言几又充值券	1102432	成都青羊万达广场	代金券	500.0	535.0	2018-12-31	2019-04-29	券列表	1010	已上架	言几又充值券	免费赠送碧潭飘雪（原价35元）茶饮一杯	2	2	2	0	168	10	100010615	言几又（青羊万达店）	文具	438	2019-03-06	510100	成都市	2019-03-07 10:27:53
62953	180110363	言几又充值券	1102432	成都青羊万达广场	代金券	500.0	539.0	2018-12-31	2019-04-29	券列表	1010	已上架	言几又充值券	免费赠送柑橘风味花草茶（原价39元）茶饮一杯	2	2	2	0	168	10	100010615	言几又（青羊万达店）	文具	438	2019-03-06	510100	成都市	2019-03-07 10:27:53
62954	180110364	言几又充值券	1102432	成都青羊万达广场	代金券	500.0	532.0	2018-12-31	2019-04-29	券列表	1010	已上架	言几又充值券	免费赠送山竹马岱茶（原价32元）茶饮一杯	2	2	2	0	168	10	100010615	言几又（青羊万达店）	文具	438	2019-03-06	510100	成都市	2019-03-07 10:27:53
62955	180110365	言几又中华经典国学“口袋书”	1102432	成都青羊万达广场	代金券	55.0	72.0	2018-12-31	2019-04-29	券列表	1010	已上架	言几又中华经典国学“口袋书”	买三本加一元送一本，原价72元活动价55元	2	2	2	0	168	20	100010615	言几又（青羊万达店）	文具	438	2019-03-06	510100	成都市	2019-03-07 10:27:53
62956	180110366	言几又彩书坊系列图书	1102432	成都青羊万达广场	代金券	88.0	264.0	2018-12-31	2019-04-29	券列表	1010	已上架	言几又彩书坊系列图书	原价一本88元，活动价3本88元	2	2	2	0	168	20	100010615	言几又（青羊万达店）	文具	438	2019-03-06	510100	成都市	2019-03-07 10:27:53
62957	180110367	番茄田试听课赠好礼	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-04-29	券列表	1010	已上架	番茄田试听课赠好礼	9.9元试听课赠送彩笔桶	2	2	2	0	168	50	100009782	蕃茄田（青羊万达店）	教育培训	432	2019-03-06	510100	成都市	2019-03-07 10:27:53
62957	180110367	番茄田试听课赠好礼	1102432	成都青羊万达广场	代金券	9.9	9.9	2018-12-31	2019-04-29	限时抢购	1011	已上架	番茄田试听课赠好礼	9.9元试听课赠送彩笔桶	2	2	2	0	168	50	100009782	蕃茄田（青羊万达店）	教育培训	432	2019-03-06	510100	成都市	2019-03-07 10:27:53
62960	180110370	虾吃虾涮四人餐	1102432	成都青羊万达广场	代金券	248.0	248.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮四人餐	两斤虾 涮肉四份 素菜四种	2	2	2	0	168	100	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62960	180110370	虾吃虾涮四人餐	1102432	成都青羊万达广场	代金券	248.0	248.0	2019-01-17	2019-04-27	风味限时抢	1018	已下架	虾吃虾涮四人餐	两斤虾 涮肉四份 素菜四种	2	2	2	0	168	100	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62961	180110371	虾吃虾涮二人餐	1102432	成都青羊万达广场	代金券	128.0	128.0	2019-01-17	2019-04-27	风味限时抢	1018	已下架	虾吃虾涮二人餐	一斤虾 涮肉一份 素菜三种	2	2	2	0	168	100	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62961	180110371	虾吃虾涮二人餐	1102432	成都青羊万达广场	代金券	128.0	128.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮二人餐	一斤虾 涮肉一份 素菜三种	2	2	2	0	168	100	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62962	180110372	虾吃虾涮三人餐	1102432	成都青羊万达广场	代金券	188.0	188.0	2019-01-17	2019-04-27	风味限时抢	1018	已下架	虾吃虾涮三人餐	一斤半虾 涮肉两份 素菜四种	2	2	2	0	168	100	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62962	180110372	虾吃虾涮三人餐	1102432	成都青羊万达广场	代金券	188.0	188.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮三人餐	一斤半虾 涮肉两份 素菜四种	2	2	2	0	168	100	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62965	180110375	虾吃虾涮招牌锅底（小锅）	1102432	成都青羊万达广场	代金券	88.0	88.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮招牌锅底（小锅）	桂馥兰馨  小锅88（1斤虾）	2	2	2	0	168	50	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62967	180110377	虾吃虾涮招牌锅底（中锅）	1102432	成都青羊万达广场	代金券	118.0	118.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮招牌锅底（中锅）	桂馥兰馨  中锅118（1.5斤虾）	2	2	2	0	168	50	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62968	180110378	虾吃虾涮招牌锅底（大锅）	1102432	成都青羊万达广场	代金券	148.0	148.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮招牌锅底（大锅）	桂馥兰馨  大锅148（2斤虾）	2	2	2	0	168	50	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62971	180110381	虾吃虾涮招牌锅底（小锅）	1102432	成都青羊万达广场	代金券	88.0	88.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮招牌锅底（小锅）	珍馐美馔 小锅88 （1斤虾）	2	2	2	0	168	50	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62972	180110382	虾吃虾涮招牌锅底（中锅）	1102432	成都青羊万达广场	代金券	118.0	118.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮招牌锅底（中锅）	珍馐美馔 中锅 118（1.5斤虾）	2	2	2	0	168	50	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62973	180110383	虾吃虾涮招牌锅底（大锅）	1102432	成都青羊万达广场	代金券	148.0	148.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮招牌锅底（大锅）	珍馐美馔 大锅 148（2斤虾）	2	2	2	0	168	50	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62974	180110384	虾吃虾涮招牌锅底（小锅）	1102432	成都青羊万达广场	代金券	88.0	88.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮招牌锅底（小锅）	鲜翠欲滴 小锅88 （1斤虾）	2	2	2	0	168	50	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62975	180110385	虾吃虾涮招牌锅底（中锅）	1102432	成都青羊万达广场	代金券	118.0	118.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮招牌锅底（中锅）	鲜翠欲滴 中锅118（1.5斤虾）	2	2	2	0	168	50	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62976	180110386	虾吃虾涮招牌锅底（大锅）	1102432	成都青羊万达广场	代金券	148.0	148.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮招牌锅底（大锅）	鲜翠欲滴 大锅148 （2斤虾）	2	2	2	0	168	50	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
62977	180110387	虾吃虾涮招牌锅底（小锅）	1102432	成都青羊万达广场	代金券	98.0	98.0	2018-12-31	2019-04-29	券列表	1010	已下架	虾吃虾涮招牌锅底（小锅）	鸳鸯虾  小锅98（1斤虾）	2	2	2	0	168	50	100008776	虾吃虾涮(青羊万达店)	汤锅	389	2019-03-06	510100	成都市	2019-03-07 10:27:53
